App Name,description
 piZap: Design & Edit Photos  ," Description   Create a photo layout thatأ¢â‚¬â„¢s sure to turn some heads with piZap. Whip up a viral post, stories and memes, edit and enhance photos, put together an amazing photo grid and so much more! piZap has loads of fonts, stickers, borders, filters, and stock images to choose from to help you create a design thatأ¢â‚¬â„¢s uniquely your own. Best of all, most of our tools and features come at no cost to you. Professional-grade photo editing is at your fingertips with piZap. Say goodbye to complicated design and photo layout software and say hello to your all-in-one picture editor thatأ¢â‚¬â„¢s just as easy to use as it is fun! What will you create next?PIZAP FEATURESDESIGN ANYTHING أ¢â‚¬â€œ SOCIAL POSTS, COLLAGES, MEMES & MORE- There are literally thousands of ways you can create an image with piZapأ¢â‚¬â„¢s Design Tools in a snap!- Photo Collage Maker: Create a custom photo grid with 1000أ¢â‚¬â„¢s of unique layouts to choose from- Social Media Photo Editor: Edit photo masterpieces for all of your favorite social channels- Meme Maker: Memes are fun! Why not create your very own? With piZap, you can!- Everything from Instagram to LinkedIn, you can design posts for all social media formats- Design photos & graphics for flyers, websites, presentations, or create your own emojis with easeINTUITIVE PHOTO EDITING- You donأ¢â‚¬â„¢t need to be a Photoshop expert to get up and running quickly with piZap- Use photo crop tools to capture all you want and get rid of everything you donأ¢â‚¬â„¢t- Apply unique filters for a perfect social media photo layout- Smooth over imperfections with touch up & photo retouching- Adjust the colors & tones of your photos with just a few taps- Use cut-out tools to createDESIGN PHOTOS & LAYOUTS- Apply frames & borders to your photos for a personalized touch- Use the paint tool & graphics to create a masterpiece- Adding dimension to your photos is a breeze with our photo layering tool- Choose from over 1.8 million royalty free stock images- Discover over 100 photo filters & effectsPROFESSIONAL GRADE GRAPHIC DESIGN MADE EASY- With 1000أ¢â‚¬â„¢s of premade templates you can get started fast and skip the blank paper stage- Create flyers, social media posts and so much more!- Choose from hundreds of fonts and text styles to customize your creation- Print your designs in a snap with print ready layouts- Resize your projects to fit all popular social media & print sizes with the click of a buttonSOCIAL MEDIA DESIGN- All your social media design tools in one easy-to-use design app!- Create fun and engaging social media posts- Whip up a Facebook, LinkedIn or Twitter header image in minutes- Put together motivational quotes, sayings & tipsADD TEXT, BORDERS & STICKERS- Get creative with your photo design! Enjoy these fun graphic art features:- 367 unique & fun fonts- 4530 stickers- 304 borders- And more festive pic tools- Curved text tool- Text styles like outline, drop shadow and text bubblesQuickly and easily design photos & anything you can think of with piZap! Download it today to get started!UPGRADE TO PIZAP PRO:- 7-day free trial- Unlock everything- No ads- Use on all of your devicespiZap Pro Annual - $59.99 usd/year, billed annually ($4.99/month)piZap Pro Monthly - $9.99 usd/month, billed monthly- Payment will be charged to iTunes Account at confirmation of purchase- Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period- Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal- Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase- Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicableTerms of use: https://www.pizap.com/privacypolicy#termsPrivacy Policy: https://www.pizap.com/privacypolicy"
 CreativeApp ," Main featuresCreativeApp was designed for Creative users. You can find everything you want regarding the personalization of your Device. Wallpapers, Ringtones, Homescreens, Mockups and much more. There are also several editors with which you can edit images, crop songs and create the perfect frame for your screenshoots.In the Community you will find a lot of inspiration.ForumWrite a post about the Android world and technology in general. Share links of blogs, Youtube or applications in the various Stores. Share images of your projects (widgets, icons, etc.) or simply ask the CreativeApp Community for advice and opinions.Wallpapers, Ringtones And HomescreenThousands of content shared by other users to personalize your Smartphone.In the Homescreen you will find inspiration to create your screen, Wallpapers, Widgets, IconPack and much more.Share your creations so other users can see your creativityATTENTIONHomescreens are just a demonstration of other users' setup. Most of the screens use third party applications. You will find links that refer to the pages of the PlayStore relating to the various applications.MockupsYou can insert your screenshoot to the intent of real Smartphones to use on other applications or simply to share your Homescreen on CreativeApp or other Social / Site.Inside the section you will find the link that leads to the guide to create Mockups.Important:The creation of CreativeApp Mockups does not require the creation of APKs or the use of external software.FramesAllows you to insert screenshots into customizable frames. You can change the color of the frame and background. You can round the edges and choose the thickness. Add the notches and shadows you like best.Image EditorEdit your images by adding effects, lettering and much more.Music EditorCut out your favorite song to create the perfect ringtone for your Smartphone. Share it with other UsersSmall rulesAll uploaded content is moderated before being public on CreativeAppThe staff reserves the right to definitively EXCLUDE a User who does not respect the rulesSome functions listed above are available with the PRO version."
 Photo Video Maker - PixPoz ," PixPoz is the one of the Best Photo and Video Editing App with trendy effects & songs with video templates and Musical Video Beat Effects. This Video Editor app always makes it easy to edit clips and photos, whether you're a professional, YouTuber, or someone who loves to keep memories in photos and videos and share your creative music videos on Instagram, Facebook, Whatsapp etc..!! Why PixPoz?? ? Background Remover feature allows you to remove background of any image.? Neon effect can impress to audience in videos and photos.? Easy to make short videos for status.? Remove unwanted persons or things from the picture with the help of the eraser.? It provides many pre-built visual effects for photos and videos to PixPozer.? And, we can't forget about the music option that we get in this app.You can easily create videos for using this Status Video Maker app. It lets you edit photos & videos with Neon art, Glitch, Drip art, Glowing Neon, Spiral and many mores with a choice of music you love to add. You can add music from your collection, audios, Whatsapp audios, etc. Find best trendy video templates, popular music, stunning photo filters and video effects in PixPoz by Mbit Music.Another most loving feature is the themes. It is a theme-based app that allows us to select a particular theme filter or effect for our videos or photos. It gives an impressive professional look. Tons of theme available like Love, Festival, Anniversary, Movie poster effects, Birthday, Wedding, Nature, Holiday, Attitude, Beats, Profile videos and many more in Best video editor with songs - PixPoz.Moving ahead, this PicsPoz mobile app lets you add title, text, or message that gives a creative look to your collection.We can't compare PixPoz to desktop's video editing software but on consideration, this photo video editor is so lightweight that makes it faster, more efficient, and more automatic.These features present it as a perfect option for quick editing tasks or can say editing on move.PixPoz allow you to remove ads by  buying pro version of it.DisclaimerAll the content (Music & Images) in this app & All the copyright material credit goes to their Respected Owner ,We have Just Provided a platform to you. If you have any issue regarding this app or Content(Music & Images) than you can contact at support@pixpoz.comPixPozأ¢â€‍آ¢ is Trademark. If anyone find to use our content and resource then it will get legal notice"
 Magical Eraser  ," Description   - Mark parts of the image that you want to be erasedط¢آ    and the app removes them and re-create an imagesط¢آ    without those parts.- The app uses state-of-the-art AI (artificial intelligence) to do this- You can also use the app to remove wrinkles and blemishes from imagesAccess to functions in this app require a subscription (FREE trial offered)أ¢â‚¬آ¢ Payment will be charged to iTunes Account at confirmation of purchaseأ¢â‚¬آ¢ Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current periodأ¢â‚¬آ¢ Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewalأ¢â‚¬آ¢ Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchaseأ¢â‚¬آ¢ Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicableTerms of use: https://www.maadotaa.com/termsnewPrivacy Policy: https://www.maadotaa.com/sketchprivacy"
 Clip Studio Paint for iPhone  ," Description   Clip Studio Paint is the complete illustration, comic, and animation tool used by over 25 million professional and hobby artists worldwideط¢آ¹. Get up to 3 months free! Or get one hour free every day on your iPhone.* To keep drawing beyond the 1-hour daily limit, purchase a plan (details below).?Draw as you please with Clip Studio Paint Over 50,000 free and premium brushes by creators worldwide Use Liquify to tweak your art after the fact Pose 3D models to help you draw people, animals, and objects at tricky angles Includes a customizable head model and a hand scanner that allows you to capture the shape of your hand in real-time Shading Assist helps you add shadows with one tap Draw, animate, add sound, create comics, and more! ? Supporting your growth as an artist Free courses on the official Clip Studio Paint website & YouTube channel Thousands of user Tips available on our site Download over 160,000 materials by community members Share your work easily on social media - record a timelapse of your processBrushes that go beyond:?Default pencils, pens, markers, pastels, watercolor, ink, oil brushes, and more?Customize brush texture, shape, dual brush setting, edge, spray effect, and more?Thousands of brushes made by creators to download?Import your favorite ABR Photoshop brushes?Make line art like a pro with Line Stabilization?Use your fingers to adjust the line thickness and shapeLimitless layers:?Create up to 10,000 layers?Set reference layers to fill effectively?Create layer masks to control your effects?28 different layer effects built in?Create vector layers for vector drawing?Align and distribute multiple selected objects at onceColor smart:?Lay down flat colors with smart fill tool ?Instantly color with the automatic AI colorizer ?Use the Sub View to import images and sample the colors?Gradient maps offer greater control over your colorsComic, manga, webtoon tools:?Create speech bubbles, frames, and action lines with a single tap?Comic/webtoon templates?Preview your webtoon on your smartphone before you publish?Manage multi-page works?Collaborate with a team in the same project file?Explore a range of comic fonts?Countless screentones availableFull animation studio:?Make anything from GIFs to full-length animations?Add sound, camera movements, and moreProfessional Tools:?Import/Export PSD files?Import 3D data to create backgrounds quickly?Use rulers to make shapes, snap to perspective, draw symmetrical lines, and more?Apply gradients to complex shapes instantlyGrade features?FREE: 1 hour a day on iPhone?PRO: All the features you need to create stunning illustrations & short animations?EX: All the above + multi-page functionality for comic/manga artists and unlimited animation features*You must have a Clip Studio account to purchase a planط¢آ¹Research: Celsys? Target Devices and Specifications?Minimum free storage space: 2GB, 4GB recommended?Recommended display size:  5.5""+Please see the following for supported devices.https://support.clip-studio.com/en-us/faq/articles/20200154? In-app purchases?Required to save the canvas and export it to various file formats outside of the daily free hour on iPhone.?Required to unlock the daily usage restriction on iPhone. Smartphone plan:PRO: US$0.99 per month, 45% off for annual plan!EX: US$2.49 per month, 43% off for annual plan!Note: The smartphone plan does not offer pen pressure sensitivity.Clip Studio Paint End User License Agreementhttps://www.celsys.com/en/information/csp/"
 Selene Noir: Dark Icon Pack ," Selene Noir icon pack is a set of custom icons with solid and blurred gradient fills on top of the dark squircle background for your homescreen and app drawer (dark version of our Selene icon pack). You can apply it on almost any custom launcher (Nova launcher, Lawnchair, Niagara, etc.) and some default launchers like the Samsung OneUI launcher (via Theme Park app), OnePlus launcher, Oppoأ¢â‚¬â„¢s Color OS, Nothing launcher, etc.Why do you need a custom icon pack?Unified icons make your homescreen and app drawer much prettier, and since we all use our phones a few hours per day, it will significantly improve your experience.What do you get from Selene Noir?Selene Noir icon pack has 2,185 icons, 20 custom wallpapers, and 6 KWGT widgets, so itأ¢â‚¬â„¢s all you need to personalize your phone how you like it. For the price of one app, you get content from three different apps. Selene Noir icons combine solid and blurred glyphs on top of the dark squircle background, and the color palette for glyphs is vibrant. It goes well with almost any wallpaper - light, dark or colorful. *To apply KWGT widgets, you need KWGT and KWGT Pro apps.What if I donأ¢â‚¬â„¢t like the icons after I buy them, or there are a lot of missing icons for the apps I have installed on my phone?Donأ¢â‚¬â„¢t worry; we offer a 100% refund for the first 24h from when you purchase our pack. No questions asked! But, if you are willing to wait a bit, we update our app every two weeks, so there will be many more apps covered in the future, possibly the ones currently missing too. And if you donأ¢â‚¬â„¢t want to wait and you like our pack, we also offer Premium icon requests which we add in the next release from the moment you send it to us.Some more Selene Noir featuresResolution of icons: 256 x 256 pxSuitable for all wallpapers and themes (20 included in the app)Alternate icons for a lot of popular appsDynamic calendar iconMasking of unthemed iconsFolders icons (apply them manually)Miscellaneous icons (apply them manually)Tap to send icon requests (Free and Premium)How to send an icon request for the Selene Noir icons?Open our app and click on the Request card. Check all icons you want to be themed and send requests by pressing the Floating Send button. You will get a share screen with options on how to share requests, and you need to choose Gmail (some other mail clients like Spark, etc., have problems attaching the zip file, which is the most important part of the email). When sending an email, DO NOT delete generated zip file or change the Subject and text in the body of the email أ¢â‚¬â€œ if you do that, your request will become unusable!Supported LaunchersAction Launcher أ¢â‚¬آ¢ ADW Launcher أ¢â‚¬آ¢ ADW ex Launcher أ¢â‚¬آ¢ Apex Launcher أ¢â‚¬آ¢ Go Launcher أ¢â‚¬آ¢ Google Now Launcher أ¢â‚¬آ¢ Holo Launcher أ¢â‚¬آ¢ Holo ICS Launcher أ¢â‚¬آ¢ Lawnchair أ¢â‚¬آ¢ LG Home Launcher أ¢â‚¬آ¢ LineageOS Launcher أ¢â‚¬آ¢ Lucid Launcher أ¢â‚¬آ¢ Nova Launcher أ¢â‚¬آ¢ Niagara Launcher أ¢â‚¬آ¢ Pixel Launcher أ¢â‚¬آ¢ Posidon Launcher أ¢â‚¬آ¢ Smart Launcher أ¢â‚¬آ¢ Smart Pro Launcher أ¢â‚¬آ¢ Solo Launcher أ¢â‚¬آ¢ Square Home Launcher أ¢â‚¬آ¢ TSF Launcher.Other launchers can apply Selene Noir icons from your launcher settings.More info about properly using icon packs will be available soon on our new website.Having more questions?Donأ¢â‚¬â„¢t hesitate to write us an email/message if you have a special request or any suggestions or questions.Email: info@one4studio.comTwitter: www.twitter.com/One4StudioTelegram channel: https://t.me/one4studioDeveloper page: https://play.google.com/store/apps/dev?id=7550572979310204381"
 Runestone Text Editor  ," Description   A plain text editor with syntax highlighting, line numbers, search and replace, page guide, and much more. It's like TextEdit but more powerful and optimised for iPhone and iPad.Runestone is made by a single person with a love for text editors and a vision of building the most lightweight text editor for iPhone and iPad that still has the core features for editing code.Features:- Syntax highlighting of many languages including HTML, JavaScript, JSON, Markdown, Swift, Python, PHP, YAML, and many more.- Select one of the twelve standard themes including popular themes like Tomorrow, Dracula, Solarized, and One Dark Pro.- Innovative find and replace for searching and modifying text while still viewing your file.- Choose font and font size, including support for custom fonts imported using another third-party app.- Show the line and column the cursor is located on.- Uses the standard document browser for an experience similar to the Files app.- Quickly navigate to a specific line.- Automatically close opening brackets and quotes.- Multiple windows on the iPad.- Format code using Prettier.js. Supported languages include CSS,HTML, JavaScript, JSON, PHP and more.- Choose text encoding between popular encodings like UTF-8, UTF-16, ISO Latin 1, and many more.- Enable or disable autocorrection, autocapitalization, and smart punctuation.- Set default file extension of new files.- Open files in Runestone from the Share Sheet.- Print documents.Premium features:- Choose between eight app icons.- Show line numbers.- Highlight the selected line.- Increase line height and letter spacing.- Disable line wrapping to allow horizontal scrolling.- Show tabs, spaces, and line breaks using a selected symbol.- Enable page guide at a specific column to easily tell when lines are getting too long.- Add vertical and horizontal overscroll.- Remember the selected language per file.- Save file extensions and filenames that should always be treated as plain text files.- Enable soft tabs and choose the width of the tab character.- Specify whether pressing the tab key should insert a tab or indent the line.- Adjust the scaling of Markdown headings and disable highlighting of code blocks in Markdown.Premium features are unlocked with a one-time in-app purchase thatأ¢â‚¬â„¢s currently priced at $9.99 USD. Pricing may vary from country to country.Runestone was built on the open-source framework with the same name. Find more information on the Runestone framework atط¢آ github.com/simonbs/runestone"
 Anonymous Camera  ," Description   Anonymous Camera lets anonymise photos and videos in real time, locally on device.? Facial recognition and full-body anonymisation: the app can recognise faces and anonymise them either by applying a solid colour or blur. You can choose to hide either peopleأ¢â‚¬â„¢s whole bodies or just their face. (full-body anonymisation is only available on iPhone XS and up)? Remove metadata: users can choose to delete any and all metadata associated with the video, including time, date, and location.? Distorted audio: distort the audio track to anonymize peopleأ¢â‚¬â„¢s voices.? Split screen: control how much of the frame is anonymized to perform interviews while protecting your sources.? Real time processing: files are anonymized in real-time using on-device machine learning and computer vision technology, ensuring that the data is untraceable from the beginning. ? Local storage: all processing and storage is done locally. Nothing ever goes to the cloud (try us and use it with flight mode enabled)."
 Snippet - Code Sharing  ," Description   Create beautiful screenshots of your code with Snippet!Snippet is a developer tool for sharing images of your code in a way that is eye-catching and social media ready.With dozens of options to customise the way your code looks, you have advanced control over the window, text editor, background and aspect ratio of your Snippet.Customise the title, icon, appearance, controls, opacity and padding.Pick your language, theme, font, font size and line numbers. You can even create your own theme or import one straight from Xcode.Choose from 25 preset backgrounds, including solid colours, gradients and wallpapers. Need more flexibility? You can easily make your own or upload your own image!Make your Snippet social media ready with 11 unique aspect ratios to fit perfectly in your next post or presentation.Share your Snippet in a pinch with one click export or options to share with your friends through the system sharing menu.Download Snippet, for free, today!"
 Our Paws ," This application is to help inform the user about whether different surfaces will be safe for a dog to be walked on. We are trying to save the feet of dogs being burned during a New Zealand summer.Safe being that the wind, clouds and temperature are indicating that the ground should be safe for your animal to walk on.Not Safe  being that the user should not walk the dog. The wind, clouds and temperature are indicating that your animal will suffer burns if they are exposed for too long on the surface. If needed, your dog can safely walk on this surface for less than 1 minute.Danger being that you should not walk your dog. If the dog steps on this surface for only a few seconds they will suffer burns.This application is in the early stages of making predictions. If you are ever in doubt, place the back of your hand on the surface. If it is too hot for the back of your hand, it is not safe for your dog."
 DodgeBlox , Dobo is trapped and has to survive for as long as he can in a world filled with turrets aiming get him. Help him stay alive!Music Credits:Chase by Alexander Nakarada | https://www.serpentsoundstudios.comMusic promoted by https://www.chosic.comAttribution 4.0 International (CC BY 4.0)https://creativecommons.org/licenses/by/4.0/
 Midlands Metalheads Radio  ," Description   Straight From The Second City, Birmingham, UK. Midlands Metalheads Radio Brings You All The Latest And Best, All Via Midlands Metalheads RadioRadio Show | Podcasts | Interviews | Reviews | Galleries | News & Media | Events | Covering All Of Your Favourite Genres And Subgenres On Our Huge Range Of Shows, Whether Youre A Thrasher, Black Metal Warlord, Goth Or Prog Connoisseur.www.midlandsmetalheads.com"
 Antidote COVID-19 ," Just as the COVID-19 pandemic is starting to sweep through the world, Antidote Laboratories receives a strange package. You are assigned to study it and WHAM!, get thrown into the frontlines of medical science. Based on real events and loaded with useful facts about COVID-19, the Antidote COVID-19 takes you on a science adventure! ??????? Defend the stem cell against viruses and bacteria??? Build your own protective maze?? Strategic tower defence gameplay?? Learn about vaccines and the immune response?? Inspired by real-world scienceAntidote is fun and its characters are cute and colorful. Yet the threats are real and so are the answers. See for yourself how COVID-19 attacks the body. Read about other viruses and bacteria from the encyclopedia. Learn how the interaction of different cells in your immune system keeps you alive. Create vaccines against the coronavirus and figure out how they work. Based on WHOأ¢â‚¬â„¢s guidance and inputs from public health experts, Antidote COVID-19 mixes fun strategy gameplay with real facts. The game canأ¢â‚¬â„¢t cure COVID-19 but it can be a potent medicine against ignorance and false information. Getting vaccinated shields us from the coronavirus. Understanding the facts shields us from misinformation. This is why you can become the shield against the pandemic by1. getting vaccinated2. downloading Antidote COVID-193. encouraging others to do the same.Until we all get vaccinated, knowing what we are dealing with, following instructions and taking the proper countermeasures are the best ways to keep our families and loved ones safe.????? #iamtheshield ????? Antidote is inspired by science and loosely follows real-world biology. It depicts the constant struggle between the human body and invading microbes. The game takes place on a petri dish in a laboratory, so the player can directly observe and affect the events. All 13 defensive units are actual white blood cells and all foes, including the coronavirus, have been taken from real-world diseases. While behaviors have been altered to facilitate better gameplay, their names are correct and the Antidote Encyclopedia contains real-world descriptions of both friends and foes.Playerأ¢â‚¬â„¢s task is to defeat waves of hostile pathogens and collect research points. These enable the player to unlock new and better vaccines, enabling the player to beat even the most difficult levels. Vaccines in Antidote COVID-19 work just like in real life, teaching the immune system to respond to the attacking pathogen without triggering the associated disease. This grants the patient immunity, as if the patient had already recovered from it. It is a worthy goal, both in-game and in life. If the players want to know how some game element works in real life, all they have to do is look it up in the Encyclopedia. Besides the cells and pathogens, it contains information on medical procedures, biological processes and the history of medical science. While the game aims to be fun and cuts corners in the interests of smooth gameplay, the Encyclopedia texts have been vetted by experts. Furthermore, knowing the properties of foes can give the player an advantage in strategy.   Antidote COVID-19 is free to play. Science belongs to everyone and the development team wishes to spread the joy of discovery. So download Antidote COVID-19 today, plan a cunning tower defense strategy, defeat pathogen threats, browse the encyclopedia and learn about the immune system and vaccines as you go!More? ??? Find us on social media with @playAntidote and @psyon_games? Check out our website for more Psyon Games goodness www.psyongames.com? If you get stuck, have a great idea, or just want to say hi, you can contact us at feedback@psyongames.com"
 Brain Breaker ," Brain breaker is a puzzle where you need to put in sequence 15 blocks. You start the game by shuffling the initial arrangement (click on upper left button) and, then, try to put it back together by clicking on a block near empty space (horizontal and vertical only).Challenge yourself! Keep your brain healthy!"
